Entry	Entry Name	Protein names	Gene Names	Mass	Interacts with	Subunit structure
C0H434	YOKU_BACSU	Uncharacterized protein YokU	yokU BSU19689	10703		
C0H435	YOYG_BACSU	Uncharacterized membrane protein YoyG	yoyG BSU19749	3957		
C0H437	YOYH_BACSU	Uncharacterized protein YoyH	yoyH BSU20928	7028		
C0H438	YOYI_BACSU	Uncharacterized membrane protein YoyI	yoyI BSU20929	8285		
C0H439	YOYJ_BACSU	Uncharacterized membrane protein YoyJ	yoyJ BSU20999	9957		
C0H440	YOUA_BACSU	SPbeta prophage-derived uncharacterized protein YouA	youA BSU21229	21712		
C0H443	YPZF_BACSU	Uncharacterized protein YpzF	ypzF BSU22019	5416		
C0H444	YPZG_BACSU	Uncharacterized protein YpzG	ypzG BSU22169	6086		
C0H445	YPZH_BACSU	Uncharacterized protein YpzH	ypzH BSU22849	7150		
C0H446	YPZI_BACSU	Uncharacterized protein YpzI	ypzI BSU22869	5211		
C0H447	YPZJ_BACSU	Uncharacterized protein YpzJ	ypzJ BSU23328	7407		
C0H450	S5AEB_BACSU	Stage V sporulation protein AEB	spoVAEB BSU23402	12124		
C0H451	YQZK_BACSU	Uncharacterized membrane protein YqzK	yqzK BSU23519	8949		
C0H452	YQZL_BACSU	Uncharacterized protein YqzL	yqzL BSU25289	5729		
C0H453	YQZM_BACSU	Uncharacterized membrane protein YqzM	yqzM BSU25569	4843		
C0H454	YQZN_BACSU	Uncharacterized protein YqzN	yqzN BSU26089	7368		
C0H455	YQZO_BACSU	Uncharacterized protein YqzO	yqzO BSU26259	5540		
C0H458	YRZO_BACSU	Uncharacterized protein YrzO	yrzO BSU26619	5395		
C0H461	YRZQ_BACSU	Uncharacterized protein YrzQ	yrzQ BSU27468	5042		
C0H462	YRZR_BACSU	Uncharacterized protein YrzR	yrzR BSU27469	7075		
C0H463	YRZS_BACSU	Uncharacterized membrane protein YrzS	yrzS BSU27729	7265		
C0H464	YRZT_BACSU	Uncharacterized membrane protein YrzT	yrzT BSU27809	5257		
C0H465	YSZA_BACSU	Uncharacterized membrane protein YszA	yszA BSU28099	7347		
C0SPB1	YUKJ_BACSU	Uncharacterized protein YukJ	yukJ yukI yuxI BSU31945 BSU31940 BSU31950	25554		
C0SPB5	YCLD_BACSU	Uncharacterized protein YclD	yclD BSU03652 BSU03650	17603		
O05219	YWRE_BACSU	Uncharacterized protein YwrE	ywrE BSU36090	13545		
O05220	YWRF_BACSU	Uncharacterized protein YwrF	ywrF BSU36080	22584		
O05223	YWRJ_BACSU	Uncharacterized protein YwrJ	ywrJ BSU36040	25596		
O05234	YUGE_BACSU	Uncharacterized protein YugE	yugE BSU31430	9820		
O05236	YUGG_BACSU	Uncharacterized HTH-type transcriptional regulator YugG	yugG BSU31410	18761		
O05243	YUGU_BACSU	UPF0047 protein YugU	yugU BSU31280	15038		
O05245	YUGM_BACSU	Uncharacterized protein YugM	yugM BSU31340	13686		
O05246	YUGN_BACSU	Uncharacterized protein YugN	yugN BSU31330	15117		
O05249	YUFK_BACSU	Uncharacterized membrane protein YufK	yufK BSU31510	20939		
O05257	YUFS_BACSU	Uncharacterized protein YufS	yufS BSU31590	8078		
O05395	YRHC_BACSU	Uncharacterized protein YrhC	yrhC BSU27240	8632		
O05396	YRHD_BACSU	Uncharacterized protein YrhD	yrhD BSU27230	17514		
O05398	YRHF_BACSU	Uncharacterized protein YrhF	yrhF BSU27210	13982		
O05401	YRHK_BACSU	Uncharacterized protein YrhK	yrhK BSU27150	11639		
O05405	YRHO_BACSU	Uncharacterized protein YrhO	yrhO BSU27110	31731		
O05411	YRPD_BACSU	Uncharacterized protein YrpD	yrpD BSU26820	24876		
O05500	YDHH_BACSU	Uncharacterized protein YdhH	ydhH BSU05760	19247		
O05501	YDHI_BACSU	Uncharacterized protein YdhI	ydhI BSU05770	17901		
O05502	YDHJ_BACSU	Uncharacterized protein YdhJ	ydhJ BSU05780	37536		
O05503	YDHK_BACSU	Uncharacterized protein YdhK	ydhK BSU05790	22536		
O06010	YRAD_BACSU	Spore coat protein F-like protein YraD	yraD BSU26990	11284		
O06011	YRAE_BACSU	Uncharacterized protein YraE	yraE BSU26980	7475		
O06472	YFMN_BACSU	Uncharacterized protein YfmN	yfmN BSU07410	5924		
O06475	YFMQ_BACSU	Uncharacterized protein YfmQ	yfmQ BSU07380	16866		
O06483	YFNE_BACSU	Uncharacterized glycosyltransferase YfnE (EC 2.4.-.-)	yfnE BSU07300	45487		
O06484	YFNF_BACSU	Uncharacterized protein YfnF	yfnF BSU07290	35027		
O06490	YETN_BACSU	Uncharacterized protein YetN	yetN BSU07240	41449		
O06715	YISB_BACSU	Uncharacterized protein YisB	yisB BSU10660	11450		
O06723	YISJ_BACSU	Inner spore coat protein H-like protein	yisJ BSU10740	35684		
O06725	YISL_BACSU	UPF0344 protein YisL	yisL BSU10760	13222		
O06727	YISN_BACSU	Uncharacterized protein YisN	yisN yucA BSU10780	22272		
O06733	YISX_BACSU	Uncharacterized protein YisX	yisX BSU10890	23730		
O06740	YITE_BACSU	UPF0750 membrane protein YitE	yitE BSU10960	22806		
O06746	YITK_BACSU	UPF0234 protein yitk	yitK BSU11020	18202		
O06751	YITP_BACSU	Uncharacterized protein YitP	yitP BSU11070	19924		
O06752	YITQ_BACSU	Uncharacterized protein YitQ	yitQ BSU11080	21996		
O06753	YITR_BACSU	Uncharacterized protein YitR	yitR BSU11090	11063		
O06966	YVCB_BACSU	Putative uncharacterized protein YvcB	yvcB yvrB BSU34840	72662		
O06968	YVCD_BACSU	TPR repeat-containing protein YvcD	yvcD BSU34810	55375		
O06998	YVDQ_BACSU	Uncharacterized protein YvdQ	yvdQ BSU34510	18580		
O07001	YVDT_BACSU	Uncharacterized HTH-type transcriptional regulator YvdT	yvdT BSU34480	22227		
O07004	YVEF_BACSU	Uncharacterized protein YveF	yveF BSU34420	3279		
O07005	YVEG_BACSU	UPF0311 protein YveG	yveG BSU34410	17505		
O07079	YRDA_BACSU	Uncharacterized protein YrdA	yrdA BSU26780	18917		
O07080	YRDB_BACSU	Uncharacterized protein YrdB	yrdB BSU26770	13917		
O07081	YRDC_BACSU	Uncharacterized isochorismatase family protein YrdC (EC 3.-.-.-)	yrdC BSU26760	21250		
O07516	YHAH_BACSU	Uncharacterized membrane protein YhaH	yhaH BSU10000	13066		
O07517	YHAI_BACSU	Uncharacterized protein YhaI	yhaI BSU09980	13306		
O07530	YHDB_BACSU	Uncharacterized protein YhdB	yhdB BSU09350	9793		
O07531	YHDC_BACSU	Uncharacterized protein YhdC	yhdC BSU09360	12346		
O07541	YHAZ_BACSU	Uncharacterized protein YhaZ	yhaZ BSU09810	41804		
O07542	YHEA_BACSU	UPF0342 protein YheA	yheA BSU09800	13592		
O07543	YHEB_BACSU	UPF0754 membrane protein YheB	yheB BSU09790	42908		
O07546	YHEE_BACSU	Uncharacterized protein YheE	yheE BSU09760	8559		
O07547	YHEF_BACSU	Uncharacterized protein YheF	yheF BSU09740	4990		
O07548	YHEG_BACSU	Uncharacterized protein YheG	yheG BSU09730	22807		
O07551	YHEJ_BACSU	Uncharacterized protein YheJ	yheJ BSU09700	6312		
O07555	YHJA_BACSU	Uncharacterized protein YhjA	yhjA BSU10440	9802		
O07557	YHJC_BACSU	Uncharacterized membrane protein YhjC	yhjC BSU10460	7381		
O07558	YHJD_BACSU	Uncharacterized protein YhjD	yhjD BSU10470	14456		
O07559	YHJE_BACSU	Uncharacterized membrane protein YhjE	yhjE BSU10480	23331		
O07571	YHJQ_BACSU	Uncharacterized cysteine-rich protein YhjQ	yhjQ BSU10600	11839		
O07572	YHJR_BACSU	Uncharacterized protein YhjR	yhjR BSU10610	17229		
O07579	YHDJ_BACSU	Uncharacterized N-acetyltransferase YhdJ	yhdJ BSU09490	16364		
O07593	YHDX_BACSU	Uncharacterized protein YhdX	yhdX BSU09630	3990		
O07599	YHFA_BACSU	Uncharacterized membrane protein YhfA	yhfA BSU10080	48829		
O07601	YHFC_BACSU	Uncharacterized membrane protein YhfC	yhfC BSU10180	28709		
O07604	YHFF_BACSU	Uncharacterized protein YhfF	yhfF BSU10210	15288		
O07606	YHFH_BACSU	Uncharacterized protein YhfH	yhfH BSU10230	5294		
O07611	YHFM_BACSU	Uncharacterized protein YhfM	yhfM BSU10280	15007		
O07624	YWIB_BACSU	Uncharacterized beta-barrel protein YwiB	ywiB BSU37340	16157		SUBUNIT: Homodimer. {ECO:0000305}.
O07625	YLAA_BACSU	Uncharacterized protein YlaA	ylaA BSU14710	74920		
O07626	YLAB_BACSU	Uncharacterized protein YlaB	ylaB BSU14720	10838		
O07629	YLAE_BACSU	Uncharacterized protein YlaE	ylaE BSU14750	22454		
O07630	YLAF_BACSU	Uncharacterized protein YlaF	ylaF BSU14760	6732		
O07632	YLAH_BACSU	Uncharacterized membrane protein YlaH	ylaH BSU14780	11560		
O07633	YLAI_BACSU	Uncharacterized protein YlaI	ylaI BSU14790	8249		
O07636	YLAL_BACSU	Uncharacterized protein YlaL	ylaL BSU14820	17895		
O07909	YRAI_BACSU	Uncharacterized protein YraI	yraI BSU26930	12839		
O07917	YRAL_BACSU	Uncharacterized protein YraL	yraL BSU26900	9908		
O07919	YRAG_BACSU	Spore coat protein F-like protein YraG	yraG BSU26950	9206		
O07931	YRAM_BACSU	Putative isomerase YraM (EC 5.-.-.-)	yraM BSU26880	39545		
O07934	YRAJ_BACSU	Uncharacterized protein YraJ	yraJ BSU26920	12876		
O07938	YRDF_BACSU	Putative ribonuclease inhibitor YrdF	yrdF BSU26730	10728		
O07949	YRAF_BACSU	Spore coat protein F-like protein YraF	yraF BSU26960	14006		
O24817	YDZJ_BACSU	Uncharacterized membrane protein YdzJ	ydzJ BSU06269	6047		
O30472	YODL_BACSU	Uncharacterized protein YodL	yodL yokX BSU19640	12055		
O30602	YOJW_BACSU	Uncharacterized protein YojW	yojW BSU19999	6630		
O31414	YAZA_BACSU	UPF0213 protein YazA	yazA BSU00350	11878		
O31421	YBCM_BACSU	Uncharacterized protein YbcM	ybcM BSU01900	11556		
O31436	YBDN_BACSU	Uncharacterized protein YbdN	ybdN BSU02040	31503		
O31437	YBDO_BACSU	Uncharacterized protein YbdO	ybdO BSU02050	44838		
O31441	YBYB_BACSU	Uncharacterized protein YbyB	ybyB BSU02110	9862		
O31442	YBEF_BACSU	Uncharacterized protein YbeF	ybeF BSU02150	9159		
O31445	YBFE_BACSU	Uncharacterized protein YbfE	ybfE BSU02180	11095		
O31446	YBFF_BACSU	Uncharacterized protein YbfF	ybfF BSU02190	35310		
O31447	YBFG_BACSU	Uncharacterized protein YbfG	ybfG BSU02200	79232		
O31451	YBFJ_BACSU	Uncharacterized protein YbfJ	ybfJ BSU02250	14452		
O31453	YBFM_BACSU	Uncharacterized membrane protein YbfM	ybfM BSU02280	18338		
O31454	YBFN_BACSU	Uncharacterized protein YbfN	ybfN BSU02300	11032		
O31469	YCZC_BACSU	Uncharacterized protein YczC	yczC BSU02710	13950		
O31473	YCGI_BACSU	Uncharacterized protein YcgI	ycgI BSU03120	22389		
O31479	YCZF_BACSU	Uncharacterized protein YczF	yczF BSU03690	8388		
O31482	YCZH_BACSU	Uncharacterized protein YczH	yczH BSU04020	23095		
O31484	YCZJ_BACSU	Uncharacterized protein YczJ	yczJ BSU04130	11221		
O31485	YDZA_BACSU	Uncharacterized membrane protein YdzA	ydzA BSU04240	10738		
O31491	YDDB_BACSU	Uncharacterized protein YddB	yddB BSU04910	41407		
O31494	YDZF_BACSU	Uncharacterized HTH-type transcriptional regulator YdzF	ydzF BSU05270	12581		
O31496	YDZH_BACSU	Uncharacterized protein YdzH	ydzH BSU05520	8361		
O31500	YERO_BACSU	Uncharacterized HTH-type transcriptional regulator YerO	yerO BSU06700	32846		
O31505	YEZA_BACSU	Uncharacterized protein YezA	yezA BSU06800	7996		
O31507	YEEG_BACSU	Uncharacterized protein YeeG	yeeG BSU06820	39306		
O31511	YESE_BACSU	Uncharacterized protein YesE	yesE yeeL BSU06870	17123		
O31514	YESK_BACSU	Uncharacterized protein YesK	yesK BSU06930	11255		
O31515	YESL_BACSU	Uncharacterized protein YesL	yesL BSU06940	23436		
O31524	YESU_BACSU	Uncharacterized protein YesU	yesU BSU07030	25203		
O31525	YESV_BACSU	Uncharacterized protein YesV	yesV BSU07040	23166		
O31530	YETA_BACSU	Uncharacterized protein YetA	yetA BSU07090	97601		
O31535	YETH_BACSU	Uncharacterized protein YetH	yetH BSU07160	13634		
O31538	YEZD_BACSU	Uncharacterized protein YezD	yezD BSU07190	6342		
O31542	YFND_BACSU	Uncharacterized protein YfnD	yfnD BSU07310	37128		
O31547	YFJM_BACSU	Uncharacterized protein YfjM	yfjM BSU08040	17166		
O31553	YFJF_BACSU	UPF0060 membrane protein YfjF	yfjF BSU08120	11885		
O31554	YFJE_BACSU	Uncharacterized protein YfjE	yfjE BSU08130	17712		
O31556	YFJC_BACSU	Uncharacterized protein YfjC	yfjC BSU08150	29246		
O31557	YFJB_BACSU	Uncharacterized protein YfjB	yfjB BSU08160	43655		
O31558	YFJA_BACSU	Uncharacterized protein YfjA	yfjA BSU08170	12027		
O31572	YFHD_BACSU	Uncharacterized protein YfhD	yfhD BSU08490	7322		
O31573	YFHE_BACSU	Uncharacterized protein YfhE	yfhE BSU08500	4277		
O31574	YFHF_BACSU	Epimerase family protein YfhF	yfhF BSU08510	33941		
O31578	YFHJ_BACSU	Uncharacterized protein YfhJ	yfhJ BSU08560	10503		
O31579	YFHK_BACSU	Uncharacterized protein YfhK	yfhK BSU08570	18693		
O31580	YFHL_BACSU	Uncharacterized protein YfhL	yfhL BSU08580	12002		
O31585	YFHS_BACSU	Uncharacterized protein YfhS	yfhS BSU08640	8797		
O31586	YGZA_BACSU	Uncharacterized protein YgzA	ygzA BSU08770	7729		
O31588	YHZB_BACSU	Uncharacterized protein YhzB	yhzB BSU08900	23457		
O31589	YHBB_BACSU	Uncharacterized protein YhbB	yhbB ygaQ BSU08920	35832		
O31593	YHBJ_BACSU	Putative efflux system component YhbJ	yhbJ BSU09000	23623		
O31594	YHZC_BACSU	Uncharacterized protein YhzC	yhzC BSU10410	9118		
O31596	YJAZ_BACSU	Uncharacterized protein YjaZ	yjaZ BSU11350	29994		
O31597	YJBA_BACSU	UPF0736 protein YjbA	yjbA BSU11410	30119		
O31603	YJBE_BACSU	Uncharacterized membrane protein YjbE	yjbE BSU11510	23745		
O31609	YJBK_BACSU	Putative triphosphatase YjbK (EC 3.6.1.-)	yjbK BSU11580	22238		
O31610	YJBL_BACSU	UPF0738 protein YjbL	yjbL BSU11590	14059		
O31630	YJCH_BACSU	Uncharacterized protein YjcH	yjcH BSU11860	27917		
O31634	YJCL_BACSU	Uncharacterized membrane protein YjcL	yjcL BSU11900	43321		
O31635	YJCM_BACSU	Uncharacterized protein YjcM	yjcM BSU11910	46575		
O31636	YJCN_BACSU	Uncharacterized protein YjcN	yjcN BSU11920	11947		
O31637	YJCO_BACSU	Uncharacterized protein YjcO	yjcO BSU11930	18052		
O31638	YJCP_BACSU	Uncharacterized protein YjcP	yjcP BSU11940	20086		
O31639	YJCQ_BACSU	Uncharacterized protein YjcQ	yjcQ BSU11950	11026		
O31640	YJCR_BACSU	Uncharacterized protein YjcR	yjcR BSU11960	20217		
O31641	YJCS_BACSU	Uncharacterized protein YjcS	yjcS BSU11970	12456		
O31643	YJDB_BACSU	Uncharacterized protein YjdB	yjdB BSU11990	12394		
O31649	YJDH_BACSU	Uncharacterized protein YjdH	yjdH BSU12050	15201		
O31651	YJDJ_BACSU	Uncharacterized protein YjdJ	yjdJ BSU12070	12455		
O31653	YKZH_BACSU	Uncharacterized protein YkzH	ykzH BSU13050	8541		
O31656	YKRK_BACSU	Uncharacterized protein YkrK	ykrK BSU13480	26865		
O31659	YKZE_BACSU	Uncharacterized protein YkzE	ykzE BSU13510	6928		
O31670	YKVA_BACSU	Uncharacterized membrane protein YkvA	ykvA BSU13630	12198		
O31674	YKVI_BACSU	Uncharacterized membrane protein YkvI	ykvI BSU13710	37891		
O31679	YKVN_BACSU	Uncharacterized HTH-type transcriptional regulator YkvN	ykvN BSU13760	13570		
O31683	YKVR_BACSU	Uncharacterized protein YkvR	ykvR BSU13800	11063		
O31684	YKVS_BACSU	Uncharacterized protein YkvS	ykvS BSU13810	6956		
O31686	YKVU_BACSU	Sporulation protein YkvU	ykvU BSU13830	49398		
O31696	YKUH_BACSU	Uncharacterized protein YkuH	ykuH BSU14080	21152		
O31697	YKZF_BACSU	Uncharacterized protein YkzF	ykzF BSU14120	7698	P08874	
O31715	YKOA_BACSU	Uncharacterized protein YkoA	ykoA BSU14420	10058		
O31719	YKZI_BACSU	Uncharacterized protein YkzI	ykzI BSU14660	7625		
O31720	YKZC_BACSU	Uncharacterized protein YkzC	ykzC BSU14680	16295		
O31729	YLMG_BACSU	Uncharacterized membrane protein YlmG	ylmG BSU15400	10308		
O31739	YLQD_BACSU	Uncharacterized protein YlqD	ylqD BSU16010	15039		
O31745	YLQG_BACSU	Uncharacterized protein YlqG	ylqG BSU16070	63028		
O31768	YMFJ_BACSU	Uncharacterized protein YmfJ	ymfJ BSU16880	9648		
O31769	YMFK_BACSU	Uncharacterized protein YmfK	ymfK BSU16890/BSU16900	31330		
O31780	YMCC_BACSU	Uncharacterized membrane protein YmcC	ymcC BSU17070	20511		
O31786	YMZB_BACSU	Uncharacterized protein YmzB	ymzB BSU17240	13323		
O31787	YMAE_BACSU	Uncharacterized protein YmaE	ymaE BSU17250	31354		
O31790	YMAD_BACSU	Uncharacterized protein YmaD	ymaD BSU17280	16272		
O31793	YMAG_BACSU	Uncharacterized protein YmaG	ymaG BSU17310	10106		
O31794	YMAF_BACSU	Uncharacterized protein YmaF	ymaF BSU17320	15664		
O31797	YMZC_BACSU	Uncharacterized protein YmzC	ymzC BSU17350	10509		
O31798	YMZA_BACSU	Uncharacterized protein YmzA	ymzA BSU17360	8691		
O31799	YNZF_BACSU	Uncharacterized protein YnzF	ynzF BSU17480	12834		
O31800	YNZG_BACSU	UPF0457 protein YnzG	ynzG BSU17490	9343		
O31802	YNZH_BACSU	Uncharacterized protein YnzH	ynzH BSU17670	11562	P07790	
O31805	YNDA_BACSU	Uncharacterized protein YndA	yndA BSU17720	14185		
O31806	YNDB_BACSU	Uncharacterized protein YndB	yndB BSU17730	16120		
O31807	YNZB_BACSU	Uncharacterized protein YnzB	ynzB BSU17740	6971		
O31811	YNDG_BACSU	Uncharacterized membrane protein YndG	yndG BSU17780	31048		
O31812	YNDH_BACSU	Uncharacterized protein YndH	yndH BSU17790	23812		
O31813	YNDJ_BACSU	Uncharacterized membrane protein YndJ	yndJ BSU17800	62471		
O31814	YNDK_BACSU	Uncharacterized membrane protein YndK	yndK BSU17810	14326		
O31816	YNDM_BACSU	Uncharacterized membrane protein YndM	yndM BSU17830	20453		
O31829	YOAF_BACSU	Uncharacterized protein YoaF	yoaF BSU18580	11104		
O31830	YOAG_BACSU	UPF0715 membrane protein YoaG	yoaG BSU18590	15256		
O31831	YOAQ_BACSU	Uncharacterized protein YoaQ	yoaQ BSU18700	13663		
O31832	YOZF_BACSU	Uncharacterized protein YozF	yozF BSU18710	18715		
O31833	YOAS_BACSU	Uncharacterized membrane protein YoaS	yoaS BSU18730	17841		
O31834	YOZG_BACSU	Uncharacterized HTH-type transcriptional regulator YozG	yozG BSU18740	9321		
O31835	YOBA_BACSU	Uncharacterized protein YobA	yobA BSU18810	13537		
O31836	YOBB_BACSU	Uncharacterized protein YobB	yobB BSU18820	9896		
O31837	YOZH_BACSU	Uncharacterized protein YozH	yozH BSU18860	13073		
O31838	YOZI_BACSU	Uncharacterized protein YozI	yozI BSU18870	13949		
O31839	YOZJ_BACSU	Uncharacterized protein YozJ	yozJ BSU18900	17838		
O31842	YOZL_BACSU	Uncharacterized protein YozL	yozL BSU18950	11489		
O31843	YOZM_BACSU	Prophage-derived-like uncharacterized protein YozM	yozM BSU18960	12985		
O31845	YOZB_BACSU	Uncharacterized membrane protein YozB	yozB BSU19140	20498		
O31846	YOZN_BACSU	Uncharacterized protein YozN	yozN BSU19270	9671		
O31847	YOZO_BACSU	Uncharacterized protein YozO	yozO BSU19290	13138		
O31848	YOZC_BACSU	Uncharacterized protein YozC	yozC BSU19300	8066		
O31858	YOJF_BACSU	Uncharacterized protein YojF	yojF BSU19470	13042		
O31861	YOJB_BACSU	Uncharacterized protein YojB	yojB BSU19510	8129		
O31863	YOZD_BACSU	Uncharacterized protein YozD	yozD BSU19660	7013		
O31864	YOZE_BACSU	UPF0346 protein YozE	yozE BSU19680	8912		
O31866	YOTK_BACSU	SPbeta prophage-derived uncharacterized protein YotK	yotK BSU19850	7294		
O31867	YOTH_BACSU	SPbeta prophage-derived uncharacterized membrane protein YotH	yotH BSU19880	6408		
O31868	YOTG_BACSU	Uncharacterized SPbeta prophage-derived protein YotG	yotG BSU19890	12465		
O31869	YOTF_BACSU	SPbeta prophage-derived uncharacterized protein YotF	yotF BSU19900	3017		
O31870	YOTE_BACSU	SPbeta prophage-derived uncharacterized protein YotE	yotE BSU19910	5805		
O31872	YOSW_BACSU	SPbeta prophage-derived uncharacterized membrane protein YosW	yosW BSU19980	12927		
O31877	YOSL_BACSU	SPbeta prophage-derived uncharacterized protein YosL	yosL BSU20080	13136		
O31878	YOSK_BACSU	SPbeta prophage-derived uncharacterized protein YosK	yosK BSU20090	8148		
O31879	YOSJ_BACSU	SPbeta prophage-derived uncharacterized protein YosJ	yosJ BSU20100	7819		
O31880	YOSI_BACSU	SPbeta prophage-derived uncharacterized protein YosI	yosI BSU20110	5007		
O31881	YOSH_BACSU	SPbeta prophage-derived uncharacterized protein YosH	yosH BSU20120	17509		
O31882	YOSG_BACSU	SPbeta prophage-derived uncharacterized protein YosG	yosG BSU20130	13728		
O31883	YOSF_BACSU	SPbeta prophage-derived uncharacterized protein YosF	yosF BSU20140	4412		
O31884	YOSE_BACSU	SPbeta prophage-derived uncharacterized membrane protein YosE	yosE BSU20150	12891		
O31885	YOSD_BACSU	SPbeta prophage-derived uncharacterized protein YosD	yosD BSU20160	15617		
O31886	YOSC_BACSU	SPbeta prophage-derived uncharacterized protein YosC	yosC BSU20170	21461		
O31887	YOSB_BACSU	SPbeta prophage-derived uncharacterized protein YosB	yosB BSU20180	6779		
O31888	YOSA_BACSU	SPbeta prophage-derived membrane protein YosA	yosA BSU20190	4090		
O31889	YORZ_BACSU	SPbeta prophage-derived uncharacterized protein YorZ	yorZ BSU20200	7996		
O31890	YORY_BACSU	SPbeta prophage-derived uncharacterized protein YorY	yorY BSU20210	7110		
O31891	YORX_BACSU	SPbeta prophage-derived uncharacterized protein YorX	yorX BSU20220	8499		
O31892	YORW_BACSU	SPbeta prophage-derived uncharacterized protein YorW	yorW BSU20230	13772		
O31893	YORV_BACSU	SPbeta prophage-derived uncharacterized protein YorV	yorV BSU20240	8465		
O31894	YORT_BACSU	SPbeta prophage-derived uncharacterized protein YorT	yorT BSU20260	4696		
O31897	YORQ_BACSU	SPbeta prophage-derived uncharacterized protein YorQ	yorQ BSU20290	5953		
O31898	YORP_BACSU	SPbeta prophage-derived uncharacterized protein YorP	yorP BSU20300	8023		
O31899	YORO_BACSU	SPbeta prophage-derived uncharacterized protein YorO	yorO BSU20310	7667		
O31900	YORN_BACSU	SPbeta prophage-derived uncharacterized protein YorN	yorN BSU20320	5613		
O31904	YORJ_BACSU	SPbeta prophage-derived uncharacterized protein YorJ	yorJ BSU20360	44420		
O31905	YORI_BACSU	SPbeta prophage-derived uncharacterized protein YorI	yorI BSU20370	58132		
O31906	YORH_BACSU	SPbeta prophage-derived uncharacterized protein YorH	yorH BSU20380	18622		
O31907	YORG_BACSU	SPbeta prophage-derived uncharacterized protein YorG	yorG BSU20390	36627		
O31908	YORF_BACSU	SPbeta prophage-derived uncharacterized protein YorF	yorF BSU20400	34204		
O31909	YORE_BACSU	SPbeta prophage-derived uncharacterized protein YorE	yorE BSU20410	14746		
O31910	YORC_BACSU	SPbeta prophage-derived uncharacterized protein YorC	yorC BSU20430	15019		
O31911	YORB_BACSU	SPbeta prophage-derived uncharacterized protein YorB	yorB BSU20440	11238		
O31912	YORA_BACSU	SPbeta prophage-derived uncharacterized protein YorA	yorA BSU20450	64973		
O31913	YOQZ_BACSU	SPbeta prophage-derived UPF0714 protein YoqZ	yoqZ BSU20460	30364		
O31914	YOQY_BACSU	SPbeta prophage-derived uncharacterized protein YoqY	yoqY BSU20470	15077		
O31915	YOQX_BACSU	SPbeta prophage-derived uncharacterized protein YoqX	yoqX BSU20480	8921		
O31918	YOQU_BACSU	SPbeta prophage-derived uncharacterized protein YoqU	yoqU BSU20510	16430		
O31919	YOQT_BACSU	SPbeta prophage-derived uncharacterized protein YoqT	yoqT BSU20520	6087		
O31920	YOQS_BACSU	SPbeta prophage-derived uncharacterized protein YoqS	yoqS BSU20530	13455		
O31921	YOQR_BACSU	SPbeta prophage-derived uncharacterized protein YoqR	yoqR BSU20540	13487		
O31922	YOQP_BACSU	SPbeta prophage-derived uncharacterized protein YoqP	yoqP BSU20550	13178		
O31923	YOQO_BACSU	SPbeta prophage-derived uncharacterized protein YoqO	yoqO BSU20560	13595		
O31924	YOQN_BACSU	SPbeta prophage-derived uncharacterized protein YoqN	yoqN BSU20570	8382		
O31925	YOQM_BACSU	SPbeta prophage-derived uncharacterized protein YoqM	yoqM BSU20580	10582		
O31926	YOPL_BACSU	SPbeta prophage-derived uncharacterized protein YopL	yopL BSU20850	4215		
O31927	YOPK_BACSU	SPbeta prophage-derived uncharacterized protein YopK	yopK BSU20860	45320		
O31928	YOPJ_BACSU	SPbeta prophage-derived uncharacterized protein YopJ	yopJ BSU20870	16023		
O31929	YOPI_BACSU	SPbeta prophage-derived uncharacterized protein YopI	yopI BSU20880	20495		
O31930	YOPH_BACSU	SPbeta prophage-derived uncharacterized protein YopH	yopH BSU20890	20478		
O31931	YOPG_BACSU	SPbeta prophage-derived uncharacterized protein YopG	yopG BSU20900	5477		
O31932	YOPF_BACSU	SPbeta prophage-derived uncharacterized protein YopF	yopF BSU20910	8390		
O31933	YOPE_BACSU	SPbeta prophage-derived uncharacterized protein YopE	yopE BSU20920	9538		
O31934	YOPD_BACSU	SPbeta prophage-derived UPF0715 membrane protein YopD	yopD BSU20930	15445		
O31936	YOPB_BACSU	Putative antitoxin YopB (SPbeta prophage-derived protein YopB)	yopB BSU20950	9099		SUBUNIT: Forms a complex with cognate toxin YopC. {ECO:0000305}.
O31937	YOPA_BACSU	SPbeta prophage-derived uncharacterized protein YopA	yopA BSU20960	50875		
O31938	YONX_BACSU	SPbeta prophage-derived uncharacterized protein YonX	yonX BSU20970	19643		
O31939	YONV_BACSU	SPbeta prophage-derived uncharacterized protein YonV	yonV BSU20980	48714		
O31940	YONU_BACSU	SPbeta prophage-derived uncharacterized protein YonU	yonU BSU20990	7407		
O31941	YONT_BACSU	SPbeta prophage-derived uncharacterized protein YonT	yonT BSU21000	6915		
O31943	YONR_BACSU	SPbeta prophage-derived uncharacterized HTH-type transcriptional regulator YonR	yonR BSU21020	12371		
O31944	YONP_BACSU	SPbeta prophage-derived uncharacterized protein YonP	yonP BSU21030	7546		
O31947	YONK_BACSU	SPbeta prophage-derived uncharacterized protein YonK	yonK BSU21060	7273		SUBUNIT: Octamer. {ECO:0000305}.
O31948	YONJ_BACSU	SPbeta prophage-derived uncharacterized protein YonJ	yonJ BSU21070	47365		
O31949	YONI_BACSU	SPbeta prophage-derived uncharacterized protein YonI	yonI BSU21080	15663		
O31950	YONH_BACSU	SPbeta prophage-derived uncharacterized protein YonH	yonH BSU21090	18708		
O31951	YONG_BACSU	SPbeta prophage-derived uncharacterized protein YonG	yonG BSU21100	35733		
