Entry	Entry Name	Protein names	Gene Names	Mass	Interacts with	Subunit structure
P77731	ALLA_ECOLI	Ureidoglycolate lyase (EC 4.3.2.3) (Ureidoglycolatase) (Ureidoglycolate hydrolase)	allA glxA2 ybbT b0505 JW0493	18170		SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00616, ECO:0000269|Ref.6}.
P77733	FOCB_ECOLI	Formate channel FocB (Formate transporter FocB)	focB b2492 JW2477	30565		
P77743	PRPR_ECOLI	Propionate catabolism operon regulatory protein	prpR yahP b0330 JW0322	58649		
P77747	OMPN_ECOLI	Outer membrane porin N (Outer membrane protein N) (Porin OmpN)	ompN ynaG b1377 JW1371	41220		SUBUNIT: Homotrimer.
P77757	ARNC_ECOLI	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Polymyxin resistance protein PmrF) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC pmrF yfbF b2254 JW2248	36339		
P77783	YNFF_ECOLI	Probable dimethyl sulfoxide reductase chain YnfF (DMSO reductase) (EC 1.8.99.-)	ynfF b1588 JW5260	89987	P69853	SUBUNIT: The complex consists of three subunits: YnfF, the reductase; YnfG, an electron transfer protein, and YnfH, a membrane anchor protein. {ECO:0000305}.
P77790	DDPX_ECOLI	D-alanyl-D-alanine dipeptidase (D-Ala-D-Ala dipeptidase) (EC 3.4.13.22)	ddpX vanX yddT b1488 JW1483	21213		
P78285	LYSD_ECOLI	Lysozyme RrrD (EC 3.2.1.17) (Endolysin) (Lysis protein) (Muramidase)	rrrD arrD ybcS b0555 JW0544	17972		
P80644	SSUE_ECOLI	FMN reductase (NADPH) (EC 1.5.1.38) (FMN reductase) (Sulfate starvation-induced protein 4) (SSI4)	ssuE ycbP b0937 JW0920	21253	P80645	SUBUNIT: Homodimer.
Q2EES9	TORI_ECOLI	Response regulator inhibitor for tor operon (Tor inhibitor)	torI b4501 JW5387	7678	P76502	SUBUNIT: Interacts with TorR. Binds to the effector domain of TorR. This interaction, which does not interfere with TorR DNA binding activity, probably prevents the recruitment of RNA polymerase to the torCAD promoter. Binds to DNA. {ECO:0000269|PubMed:15197250}.
Q46799	XDHA_ECOLI	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA (EC 1.17.1.4)	xdhA ygeS b2866 JW5462	81321		SUBUNIT: Heterotrimer of XdhA, XdhB and XdhC. {ECO:0000305}.
Q46800	XDHB_ECOLI	Putative xanthine dehydrogenase FAD-binding subunit XdhB (EC 1.17.1.4)	xdhB ygeT b2867 JW2835	31557		SUBUNIT: Heterotrimer of XdhA, XdhB and XdhC. {ECO:0000305}.
Q46817	GHXQ_ECOLI	Guanine/hypoxanthine permease GhxQ	ghxQ ygfQ ygfR b4464 JW5467	46758		
Q46829	BGLA_ECOLI	6-phospho-beta-glucosidase BglA (EC 3.2.1.86) (Phospho-beta-glucosidase A)	bglA bglD yqfC b2901 JW2869	55361		SUBUNIT: Homotetramer. {ECO:0000305|PubMed:22393408}.
Q46851	GPR_ECOLI	L-glyceraldehyde 3-phosphate reductase (GAP reductase) (EC 1.1.1.-)	gpr mgrA yghZ b3001 JW2970	38832		SUBUNIT: Homotetramer. {ECO:0000269|PubMed:22393408}.
Q46868	UBIK_ECOLI	Ubiquinone biosynthesis accessory factor UbiK	ubiK yqiC b3042 JW5505	11276		SUBUNIT: Homotrimer (PubMed:28559279). Component of the Ubi complex metabolon, which regroups five ubiquinone biosynthesis proteins (UbiE, UbiF, UbiG, UbiH and UbiI) and two accessory factors (UbiK and the lipid-binding protein UbiJ) (PubMed:30686758). Interacts with the C-terminal part of UbiJ and forms a complex composed of 2 UbiK subunits and 1 UbiJ subunit. The UbiK-UbiJ complex interacts with palmitoleic acid (PubMed:28559279). {ECO:0000269|PubMed:28559279, ECO:0000269|PubMed:30686758}.
Q46916	GUDP_ECOLI	Probable galactarate/D-glucarate transporter GudP	gudP ygcZ b2789 JW2760	49142		
Q47140	HCAF_ECOLI	3-phenylpropionate/cinnamic acid dioxygenase subunit beta (EC 1.14.12.19)	hcaF digB hcaA2 hcaB phdC2 yfhV b2539 JW2523	20579		SUBUNIT: This dioxygenase system consists of four proteins: the two subunits of the hydroxylase component (HcaE and HcaF), a ferredoxin (HcaC) and a ferredoxin reductase (HcaD).
Q47141	HCAR_ECOLI	Hca operon transcriptional activator HcaR	hcaR phdR yfhT b2537 JW2521	32838		
Q47157	YAFO_ECOLI	mRNA interferase toxin YafO (EC 3.1.-.-) (Endoribonuclease YafO) (Toxin YafO)	yafO b0233 JW0223	15488	Q47156	SUBUNIT: Probably forms a complex with the antitoxin YafN which inhibits the mRNA interferase activity. {ECO:0000305}.
Q47537	TAUA_ECOLI	Taurine-binding periplasmic protein (Sulfate starvation-induced protein 1) (SSI1)	tauA ssiA yaiR b0365 JW0357	34266		
Q47690	MMUM_ECOLI	Homocysteine S-methyltransferase (EC 2.1.1.10) (S-methylmethionine:homocysteine methyltransferase)	mmuM yagD b0261 JW0253	33423		SUBUNIT: Monomer. {ECO:0000269|PubMed:10026151}.
A5A618	YNHF_ECOLI	Uncharacterized protein YnhF	ynhF b4602 JW1649.1	2998		
C1P607	IBSA_ECOLI	Small toxic protein IbsA	ibsA b4667 JW2058.1	2232		
C1P615	IBSC_ECOLI	Small toxic protein IbsC	ibsC b4665 JW2879.1	2209		
C1P616	IBSD_ECOLI	Small toxic protein IbsD	ibsD b4664 JW3023.1	2151		
C1P617	IBSE_ECOLI	Small toxic protein IbsE	ibsE b4666 JW3023.2	2207		
O52982	YFJS_ECOLI	Lipoprotein YfjS	yfjS b2636 JW5921	16735		
P00960	SYGA_ECOLI	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)	glyQ glyS(A) b3560 JW3531	34774	P00961	SUBUNIT: Tetramer of two alpha and two beta subunits.
P03030	LYSR_ECOLI	Transcriptional activator protein LysR	lysR b2839 JW2807	34365		
P03825	GSPB_ECOLI	Putative general secretion pathway protein B	gspB pinO pioO pno b3322 JW3284	15876		
P04128	FIMA1_ECOLI	Type-1 fimbrial protein, A chain (Type-1A pilin)	fimA pilA b4314 JW4277	18111	P04128	
P04949	FLIC_ECOLI	Flagellin	fliC flaF hag b1923 JW1908	51295	Q29XT7	
P05052	APPY_ECOLI	HTH-type transcriptional regulator AppY (M5 polypeptide)	appY b0564 JW0553	28763		
P05827	ILVY_ECOLI	HTH-type transcriptional regulator IlvY	ilvY b3773 JW3746	33204		
P05847	TTDA_ECOLI	L(+)-tartrate dehydratase subunit alpha (L-TTD alpha) (EC 4.2.1.32)	ttdA ygjA b3061 JW3033	32734	P0ACL0	SUBUNIT: Tetramer of two alpha and two beta subunits. {ECO:0000305|PubMed:8371115}.
P06282	CDH_ECOLI	CDP-diacylglycerol pyrophosphatase (EC 3.6.1.26) (CDP-diacylglycerol phosphatidylhydrolase) (CDP-diglyceride hydrolase)	cdh b3918 JW3889	28451		
P06846	EBGR_ECOLI	HTH-type transcriptional regulator EbgR (Ebg operon repressor)	ebgR b3075 JW3046	36210		
P06966	DICA_ECOLI	HTH-type transcriptional regulator DicA (Repressor protein of division inhibition gene dicA)	dicA b1570 JW1562	15656		
P07000	PLDB_ECOLI	Lysophospholipase L2 (EC 3.1.1.5) (Lecithinase B)	pldB b3825 JW5584	38978	Q46864	
P07026	SDIA_ECOLI	Regulatory protein SdiA	sdiA b1916 JW1901	28117		
P07654	PSTA_ECOLI	Phosphate transport system permease protein PstA	pstA phoT b3726 JW3704	32322		
P08550	CVPA_ECOLI	Colicin V production protein (Protein DedE) (Pur regulon 18 kDa protein)	cvpA dedE b2313 JW2310	17907		
P08555	DSDX_ECOLI	D-serine transporter DsdX	dsdX orf445 yfdA yfdD b2365 JW2362	47163		
P08997	MASY_ECOLI	Malate synthase A (MSA) (EC 2.3.3.9)	aceB mas b4014 JW3974	60274		
P09126	HEM4_ECOLI	Uroporphyrinogen-III synthase (UROS) (EC 4.2.1.75) (Hydroxymethylbilane hydrolyase [cyclizing]) (Uroporphyrinogen-III cosynthase)	hemD b3804 JW3776	27798		SUBUNIT: Monomer.
P09155	RND_ECOLI	Ribonuclease D (RNase D) (EC 3.1.13.5)	rnd b1804 JW1793	42734		
P09163	YJAB_ECOLI	Peptidyl-lysine N-acetyltransferase YjaB (EC 2.3.1.-) (KAT)	yjaB b4012 JW3972	16447		
P09424	MTLD_ECOLI	Mannitol-1-phosphate 5-dehydrogenase (EC 1.1.1.17)	mtlD b3600 JW3574	41139		SUBUNIT: Monomer. {ECO:0000269|PubMed:6384188}.
P09833	MODC_ECOLI	Molybdenum import ATP-binding protein ModC (EC 7.3.2.5)	modC chlD narD b0765 JW0748	39102		SUBUNIT: The complex is composed of two ATP-binding proteins (ModC), two transmembrane proteins (ModB) and a solute-binding protein (ModA). {ECO:0000255|HAMAP-Rule:MF_01705}.
P0A6G3	PNCC_ECOLI	Nicotinamide-nucleotide amidohydrolase PncC (NMN amidohydrolase PncC) (EC 3.5.1.42) (NMN deamidase) (Nicotinamide-nucleotide amidase)	pncC ygaD b2700 JW2670	17582		SUBUNIT: Homodimer. {ECO:0000305|PubMed:21953451}.
P0A6G5	CITX_ECOLI	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase (EC 2.7.7.61) (Apo-ACP nucleodityltransferase) (Holo-ACP synthase) (Holo-citrate lyase synthase)	citX ybdU b0614 JW0606	20270		
P0A6L7	UXAB_ECOLI	Altronate oxidoreductase (EC 1.1.1.58) (Tagaturonate dehydrogenase) (Tagaturonate reductase)	uxaB b1521 JW1514	54808		
P0A6P7	ENGB_ECOLI	Probable GTP-binding protein EngB	engB yihA b3865 JW5930	23561		
P0A6S0	FLGH_ECOLI	Flagellar L-ring protein (Basal body L-ring protein)	flgH fla FVIII flaY b1079 JW5153	24615		SUBUNIT: The basal body constitutes a major portion of the flagellar organelle and consists of four rings (L,P,S, and M) mounted on a central rod. {ECO:0000250}.
P0A6W0	GLSA2_ECOLI	Glutaminase 2 (EC 3.5.1.2)	glsA2 yneH b1524 JW1517	33516		SUBUNIT: Homotetramer. {ECO:0000255|HAMAP-Rule:MF_00313, ECO:0000269|PubMed:18459799}.
P0A6W5	GREA_ECOLI	Transcription elongation factor GreA (Transcript cleavage factor GreA)	greA b3181 JW3148	17641		
P0A766	RSXA_ECOLI	Ion-translocating oxidoreductase complex subunit A (EC 7.-.-.-) (Rsx electron transport complex subunit A)	rsxA rnfA ydgL b1627 JW1619	20898		SUBUNIT: The complex is composed of six subunits: RsxA, RsxB, RsxC, RsxD, RsxE and RsxG. {ECO:0000255|HAMAP-Rule:MF_00459, ECO:0000305|PubMed:12773378}.
P0A7A2	GPMB_ECOLI	Probable phosphoglycerate mutase GpmB (EC 5.4.2.-) (PGAM) (Phosphoglyceromutase)	gpmB ytjC b4395 JW4358	24065		
P0A7C6	PEPE_ECOLI	Peptidase E (EC 3.4.13.21) (Alpha-aspartyl dipeptidase) (Asp-specific dipeptidase) (Dipeptidase E)	pepE b4021 JW3981	24570	P37095; P29745	
P0A7H6	RECR_ECOLI	Recombination protein RecR	recR b0472 JW0461	21963	P0A7H3	
P0A7P5	RL34_ECOLI	Large ribosomal subunit protein bL34 (50S ribosomal protein L34)	rpmH rimA ssaF b3703 JW3680	5380		SUBUNIT: Part of the 50S ribosomal subunit. {ECO:0000269|PubMed:10094780, ECO:0000269|PubMed:16272117, ECO:0000269|PubMed:24844575, ECO:0000269|PubMed:25310980, ECO:0000269|PubMed:27906160, ECO:0000269|PubMed:27906161, ECO:0000269|PubMed:27934701, ECO:0000269|PubMed:783033}.
P0A7Q6	RL36_ECOLI	Large ribosomal subunit protein bL36A (50S ribosomal protein L36) (Ribosomal protein B)	rpmJ b3299 JW3261	4364		SUBUNIT: Part of the 50S ribosomal subunit. {ECO:0000269|PubMed:10094780, ECO:0000269|PubMed:12809609, ECO:0000269|PubMed:16272117, ECO:0000269|PubMed:24844575, ECO:0000269|PubMed:25310980, ECO:0000269|PubMed:27906160, ECO:0000269|PubMed:27906161, ECO:0000269|PubMed:27934701, ECO:0000269|PubMed:3298224}.
P0A823	SFSA_ECOLI	Sugar fermentation stimulation protein A	sfsA sfs1 b0146 JW0142	26229	P0AFT5; P07004	
P0A843	TATE_ECOLI	Sec-independent protein translocase protein TatE	tatE ybeC b0627 JW0622	7024		
P0A867	TALA_ECOLI	Transaldolase A (EC 2.2.1.2)	talA b2464 JW2448	35659		SUBUNIT: Homodimer. {ECO:0000250}.
P0A8B5	YBAB_ECOLI	Nucleoid-associated protein YbaB	ybaB b0471 JW0460	12015		SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00274, ECO:0000269|PubMed:19594923, ECO:0000269|Ref.7}.
P0A8C8	YIDD_ECOLI	Putative membrane protein insertion efficiency factor	yidD b4557 JW3682	9381		
P0A8D0	NRDR_ECOLI	Transcriptional repressor NrdR	nrdR ybaD b0413 JW0403	17229		
P0A8G3	UXAC_ECOLI	Uronate isomerase (EC 5.3.1.12) (Glucuronate isomerase) (Uronic isomerase)	uxaC ygjX ygjY ygjZ b3092 JW3063	53987		
P0A8I3	YAAA_ECOLI	DNA-binding and peroxide stress resistance protein YaaA (UPF0246 protein YaaA)	yaaA b0006 JW0005	29586		
P0A8P3	FETP_ECOLI	Probable Fe(2+)-trafficking protein	yggX b2962 JW2929	10953		SUBUNIT: Monomer. {ECO:0000305}.
P0A8R9	HDFR_ECOLI	HTH-type transcriptional regulator HdfR (H-NS-dependent flhDC regulator)	hdfR pssR yifA yifD b4480 JW5607	31746		
P0A8S5	USPB_ECOLI	Universal stress protein B	uspB yhiO b3494 JW3461	13027		
P0A8U0	SYDP_ECOLI	Protein Syd	syd ydr b2793 JW2764	20708		
P0A8W2	SLYA_ECOLI	Transcriptional regulator SlyA	slyA b1642 JW5267	16353		SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_01819}.
P0A8Z0	YCIA_ECOLI	Acyl-CoA thioester hydrolase YciA (EC 3.1.2.-) (Protein P14)	yciA b1253 JW1245	14231		
P0A901	BLC_ECOLI	Outer membrane lipoprotein Blc	blc yjeL b4149 JW4110	19852		SUBUNIT: Homodimer. {ECO:0000269|PubMed:16920109}.
P0A915	OMPW_ECOLI	Outer membrane protein W	ompW yciD b1256 JW1248	22928	P0AC47	
P0A917	OMPX_ECOLI	Outer membrane protein X	ompX ybiG b0814 JW0799	18603	P0AEU7	
P0A930	WZA_ECOLI	Putative polysaccharide export protein Wza	wza b2062 JW2047	41910		
P0A932	GFCE_ECOLI	Putative polysaccharide export protein GfcE (Group 4 capsule protein E homolog)	gfcE yccZ b0983 JW0966	41741		
P0A9E9	YEIL_ECOLI	Regulatory protein YeiL	yeiL nsr b2163 JW2150	25294		SUBUNIT: Homodimer. {ECO:0000305|PubMed:11101674}.
P0A9F6	GCVA_ECOLI	Glycine cleavage system transcriptional activator (Gcv operon activator)	gcvA b2808 JW2779	34402		
P0A9F9	METR_ECOLI	HTH-type transcriptional regulator MetR	metR b3828 JW3804	35629		
P0A9G2	NHAR_ECOLI	Transcriptional activator protein NhaR (Na(+)/H(+) antiporter regulatory protein)	nhaR antO b0020 JW0019	34284		
P0A9I3	GCVR_ECOLI	Glycine cleavage system transcriptional repressor (gcv operon repressor)	gcvR yffD b2479 JW2464	20769		
P0A9I8	NIRD_ECOLI	Nitrite reductase (NADH) small subunit (EC 1.7.1.15)	nirD b3366 JW3329	12284		SUBUNIT: Associates with NirB.
P0A9N0	PTSO_ECOLI	Phosphocarrier protein NPr (Nitrogen-related HPr)	ptsO npr rpoR yhbK b3206 JW3173	9810		
P0A9T4	TAS_ECOLI	Protein tas	tas ygdS b2834 JW2802	38500		
P0A9U6	PUUR_ECOLI	HTH-type transcriptional regulator PuuR	puuR ycjC b1299 JW1292	20092		
P0AA57	YOBA_ECOLI	Protein YobA	yobA b1841 JW1830	13410		
P0AA82	CODB_ECOLI	Cytosine permease	codB b0336 JW0327	43650		
P0AA99	YAFK_ECOLI	Putative L,D-transpeptidase YafK (EC 2.-.-.-)	yafK b0224 JW0214	28021		
P0AAB2	WZB_ECOLI	Low molecular weight protein-tyrosine-phosphatase Wzb (EC 3.1.3.48)	wzb b2061 JW2046	16709		
P0AAB6	GALF_ECOLI	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (Alpha-D-glucosyl-1-phosphate uridylyltransferase) (UDP-glucose pyrophosphorylase) (UDPGP) (Uridine diphosphoglucose pyrophosphorylase)	galF wcaN b2042 JW2027	32829		
P0AAB8	USPD_ECOLI	Universal stress protein D	uspD yiiT b3923 JW3894	16293		
P0AAE2	PROY_ECOLI	Proline-specific permease ProY	proY yajM b0402 JW5055	50216		
P0AAG3	GLTL_ECOLI	Glutamate/aspartate import ATP-binding protein GltL (EC 7.4.2.1)	gltL b0652 JW0647	26661		SUBUNIT: The complex is composed of two ATP-binding proteins (GltL), two transmembrane proteins (GltJ and GltK) and a solute-binding protein (GltI). {ECO:0000305|PubMed:9593292}.
P0AAI1	SSUB_ECOLI	Aliphatic sulfonates import ATP-binding protein SsuB (EC 7.6.2.14)	ssuB ycbE b0933 JW0916	27738		SUBUNIT: The complex is composed of two ATP-binding proteins (SsuB), two transmembrane proteins (SsuC) and a solute-binding protein (SsuA). {ECO:0000255|HAMAP-Rule:MF_01724}.
P0AAI9	FABD_ECOLI	Malonyl CoA-acyl carrier protein transacylase (MCT) (EC 2.3.1.39)	fabD tfpA b1092 JW1078	32417		
P0AAJ1	YNFG_ECOLI	Probable anaerobic dimethyl sulfoxide reductase chain YnfG (DMSO reductase iron-sulfur subunit YnfG)	ynfG b1589 JW1581	22752		SUBUNIT: The complex consists of three subunits: YnfF, the reductase; YnfG, an electron transfer protein, and YnfH, a membrane anchor protein. {ECO:0000305}.
P0AAJ8	HYBA_ECOLI	Hydrogenase-2 operon protein HybA	hybA b2996 JW2964	36003		
P0AAK7	NRFC_ECOLI	Protein NrfC	nrfC yjcJ b4072 JW4033	24567		
P0AAP3	FRMR_ECOLI	Transcriptional repressor FrmR	frmR yaiN b0357 JW0348	10318		
P0AAR0	TOMB_ECOLI	Hha toxicity modulator TomB (Toxin overexpression modulator in biofilms)	tomB ybaJ b0461 JW0450	14557		
P0AAS7	YBCJ_ECOLI	Putative RNA-binding protein YbcJ	ybcJ b0528 JW5070	7390		SUBUNIT: In pull-down experiments interacts with CedA. {ECO:0000269|PubMed:28818726}.
P0AAV4	PXPB_ECOLI	5-oxoprolinase subunit B (5-OPase subunit B) (EC 3.5.2.9) (5-oxoprolinase (ATP-hydrolyzing) subunit B)	pxpB ybgJ b0711 JW0701	23947		SUBUNIT: Forms a complex composed of PxpA, PxpB and PxpC. {ECO:0000250|UniProtKB:P60495}.
P0AAX6	MCBA_ECOLI	Uncharacterized protein McbA (MqsR-controlled colanic acid and biofilm protein A)	mcbA ybiM b0806 JW5106	8896		
P0AAY6	YBJN_ECOLI	Uncharacterized protein YbjN	ybjN b0853 JW0837	17666	Q46953	
P0AB01	ELYC_ECOLI	Envelope biogenesis factor ElyC (Elevated frequency of lysis)	elyC ycbC b0920 JW0903	28666		
P0AB10	PQIC_ECOLI	Intermembrane transport lipoprotein PqiC	pqiC ymbA b0952 JW5127	20634		SUBUNIT: May form a complex composed of PqiA, PqiB and PqiC. Interacts with PqiB. {ECO:0000269|PubMed:27795327}.
P0AB20	HSPQ_ECOLI	Heat shock protein HspQ	hspQ yccV b0966 JW5970	11779		
P0AB28	YCED_ECOLI	Large ribosomal RNA subunit accumulation protein YceD (23S rRNA accumulation protein YceD) (G30K)	yceD g30k b1088 JW1074	19315		
P0AB33	BSSS_ECOLI	Biofilm regulator BssS	bssS yceP b1060 JW5152	9664		
P0AB96	ARSC_ECOLI	Arsenate reductase (EC 1.20.4.1) (Arsenical pump modifier)	arsC arsG b3503 JW3470	15853		
P0ABC0	ATPZ_ECOLI	ATP synthase protein I	atpI uncI b3739 JW5611	13632		
P0ABD1	YEAV_ECOLI	Uncharacterized transporter YeaV	yeaV b1801 JW5293	52881		
P0ABE2	BOLA_ECOLI	DNA-binding transcriptional regulator BolA	bolA b0435 JW5060	11994	P0AC69; P33361	
P0ABH4	MRED_ECOLI	Rod shape-determining protein MreD	mreD b3249 JW3218	18788		
P0ABL5	NAPC_ECOLI	Cytochrome c-type protein NapC	napC yejX b2202 JW2190	23101		
P0ABL8	CCMB_ECOLI	Heme exporter protein B (Cytochrome c-type biogenesis protein CcmB)	ccmB yejV b2200 JW2188	23619	P33931	
P0ABM5	CCMD_ECOLI	Heme exporter protein D (Cytochrome c-type biogenesis protein CcmD)	ccmD yojM b2198 JW2186	7745	P0ABM1	
P0ABP6	DEDA_ECOLI	Protein DedA (Protein DSG-1)	dedA b2317 JW2314	24510		
P0ABW3	YFAE_ECOLI	Uncharacterized ferredoxin-like protein YfaE	yfaE b2236 JW2230	9293		
P0ABW5	SFMA_ECOLI	Uncharacterized fimbrial-like protein SfmA (Type-1A pilin)	sfmA b0530 JW0519	18475		
P0ABW9	FLGB_ECOLI	Flagellar basal body rod protein FlgB (Putative proximal rod protein)	flgB fla FII flbA b1073 JW1060	15240		SUBUNIT: The basal body constitutes a major portion of the flagellar organelle and consists of a number of rings mounted on a central rod. In Gram-negative bacteria, at least four rings, L, P, S and M are present, whereas Gram-positive bacteria lack the L and P rings. The rod consists of about 26 subunits of FlgG in the distal portion, and FlgB, FlgC and FlgF build up the proximal portion of the rod with about 6 subunits each. Rod assembly occurs by export via the flagellum-specific pathway of its constituent proteins and by their incorporation into the rod structure in the probable order of FlgB, FlgC, FlgF and FlgG. Another protein, FliE, also assembles onto the stable rod structure (By similarity). {ECO:0000250}.
P0ABX2	FLGC_ECOLI	Flagellar basal-body rod protein FlgC (Putative proximal rod protein)	flgC fla FIII flaW b1074 JW1061	13968		SUBUNIT: The basal body constitutes a major portion of the flagellar organelle and consists of four rings (L,P,S, and M) mounted on a central rod. The rod consists of about 26 subunits of FlgG in the distal portion, and FlgB, FlgC and FlgF are thought to build up the proximal portion of the rod with about 6 subunits each.
P0ABX5	FLGG_ECOLI	Flagellar basal-body rod protein FlgG (Distal rod protein)	flgG fla FVII flaL b1078 JW1065	27744		SUBUNIT: The basal body constitutes a major portion of the flagellar organelle and consists of four rings (L,P,S, and M) mounted on a central rod. The rod consists of about 26 subunits of FlgG in the distal portion, and FlgB, FlgC and FlgF are thought to build up the proximal portion of the rod with about 6 subunits each.
P0ABX8	FLIL_ECOLI	Flagellar protein FliL	fliL cheC1 fla AI fla QI b1944 JW1928	17221		
P0AC05	FLIP_ECOLI	Flagellar biosynthetic protein FliP	fliP flaR b1948 JW1932	26928		
P0AC07	FLIQ_ECOLI	Flagellar biosynthetic protein FliQ	fliQ flaQ b1949 JW1933	9632		
P0AC26	NIRC_ECOLI	Nitrite transporter NirC	nirC b3367 JW3330	28563		
P0AC35	TTDB_ECOLI	L(+)-tartrate dehydratase subunit beta (L-TTD beta) (EC 4.2.1.32)	ttdB ygjB b3062 JW3034	22679		SUBUNIT: Heterotetramer of two alpha and two beta subunits. {ECO:0000305|PubMed:8371115}.
P0AC59	GLRX2_ECOLI	Glutaredoxin 2 (Grx2)	grxB b1064 JW1051	24350		
P0AC65	NRDH_ECOLI	Glutaredoxin-like protein NrdH	nrdH ygaN b2673 JW2648	9139		
P0AC92	GNSA_ECOLI	Protein GnsA	gnsA yccL b4517 JW0976	6576	P0AC92	
P0AC96	GNTU_ECOLI	Low-affinity gluconate transporter (Gluconate permease) (Gnt-I system)	gntU b4476 JW5686	46416		
P0ACA1	YIBF_ECOLI	Uncharacterized GST-like protein YibF	yibF b3592 JW3565	22545		
P0ACB7	HEMY_ECOLI	Protein HemY	hemY b3802 JW3774	45245		
P0ACC9	WCAB_ECOLI	Putative colanic acid biosynthesis acetyltransferase WcaB (EC 2.3.1.-)	wcaB b2058 JW2043	17616		
P0ACD2	WCAF_ECOLI	Putative colanic acid biosynthesis acetyltransferase WcaF (EC 2.3.1.-)	wcaF b2054 JW2039	19962		
P0ACH8	MELR_ECOLI	Melibiose operon regulatory protein	melR b4118 JW4079	34928		
P0ACI6	ASNC_ECOLI	Regulatory protein AsnC	asnC b3743 JW3721	16888	P31658	
P0ACJ5	DECR_ECOLI	DNA-binding transcriptional activator DecR	decR ybaO b0447 JW0437	17437		
P0ACK2	AGAR_ECOLI	Putative aga operon transcriptional repressor	agaR yhaW b3131 JW3100	29572		
P0ACK5	DEOR_ECOLI	Deoxyribose operon repressor	deoR nucR b0840 JW0824	28548		SUBUNIT: Homooctamer. {ECO:0000305|PubMed:2653814}.
P0ACK8	FUCR_ECOLI	L-fucose operon activator	fucR b2805 JW2776	27362		
P0ACL0	GLPR_ECOLI	Glycerol-3-phosphate regulon repressor	glpR b3423 JW3386	28048	P05847	
P0ACL9	PDHR_ECOLI	Pyruvate dehydrogenase complex repressor	pdhR aceC genA yacB b0113 JW0109	29425		
P0ACN7	CYTR_ECOLI	HTH-type transcriptional repressor CytR	cytR b3934 JW3905	37820	P69797	
P0ACP5	GNTR_ECOLI	HTH-type transcriptional regulator GntR (Gluconate utilization system GNT-I transcriptional repressor)	gntR b3438 JW5946	36422		
P0ACQ7	TDCA_ECOLI	HTH-type transcriptional regulator TdcA (Tdc operon transcriptional activator)	tdcA b3118 JW3089	34539		
P0ACR0	ALLS_ECOLI	HTH-type transcriptional activator AllS	allS glxA1 ybbS b0504 JW0492	34512		
P0ACS7	RPIR_ECOLI	HTH-type transcriptional regulator RpiR (Als operon repressor)	rpiR alsR yjcY b4089 JW4050	32362		
P0ACT2	ENVR_ECOLI	Probable acrEF/envCD operon repressor	envR yhdK b3264 JW3232	25198		
P0ACT6	UIDR_ECOLI	HTH-type transcriptional regulator UidR (Gus operon repressor) (Uid operon repressor)	uidR gusR b1618 JW1610	21799		
P0ACX3	YDHR_ECOLI	Putative monooxygenase YdhR (EC 1.-.-.-)	ydhR b1667 JW1657	11288	P0A6Y8	SUBUNIT: Homodimer. {ECO:0000269|PubMed:16260765}.
P0ACX5	FUMD_ECOLI	Fumarase D (EC 4.2.1.2)	fumD ydhZ b1675 JW1665	7907		
P0ACY1	YDJA_ECOLI	Putative NAD(P)H nitroreductase YdjA (EC 1.-.-.-)	ydjA b1765 JW1754	20059		SUBUNIT: Homodimer. {ECO:0000269|PubMed:18241886}.
P0ACZ2	ETP_ECOLI	Low molecular weight protein-tyrosine-phosphatase Etp (EC 3.1.3.48)	etp yccY b0982 JW5132	16386		
P0AD03	YEBS_ECOLI	Intermembrane transport protein YebS	yebS b1833 JW1822	48273		SUBUNIT: May form a complex with YebT. {ECO:0000305|PubMed:27795327}.
P0AD44	YFHG_ECOLI	Uncharacterized protein YfhG	yfhG b2555 JW2539	27348		
P0ADB4	ECNA_ECOLI	Entericidin A	ecnA b4410 JW5737	4359		
P0ADB7	ECNB_ECOLI	Entericidin B	ecnB yjeU b4411 JW4108	4810		
P0ADE8	YGFZ_ECOLI	tRNA-modifying protein YgfZ	ygfZ yzzW b2898 JW2866	36094		
P0ADH5	FIMB_ECOLI	Type 1 fimbriae regulatory protein FimB	fimB b4312 JW4275	22993		
P0ADH7	FIME_ECOLI	Type 1 fimbriae regulatory protein FimE	fimE b4313 JW4276	23116		
P0ADI0	PINR_ECOLI	Serine recombinase PinR (EC 3.1.22.-) (EC 6.5.1.-) (DNA-invertase PinR) (Putative DNA-invertase from lambdoid prophage Rac) (Site-specific recombinase PinR)	pinR ynaD b1374 JW1368	21908	P06959	
P0ADN0	VIAA_ECOLI	Protein ViaA (VWA domain protein interacting with AAA ATPase)	viaA yieD yieM b3745 JW5610	55907		SUBUNIT: Possible formation of a ternary complex RavA-ViaA-CadA.
